STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
514310827436   514310827589     501 50029 W 24454371   8192    firefox ??/entries/E2816C95D043009258362E3D76E7E0463E028CF0
514310828738   514310828903     501 50029 W 52783777  28672    firefox ??/entries/251B004ECF1C077F5D3CB66E420F4FE24709290E
514310828841   514310828961     501 50029 W 24454377   8192    firefox ??/entries/251B004ECF1C077F5D3CB66E420F4FE24709290E
514311000485   514311000690     501 50029 W 52783784  28672    firefox ??/entries/94CEB1AD9BAEA519518E8D246599FCBA54244DD6
514311000662   514311000819     501 50029 W 24454379   8192    firefox ??/entries/94CEB1AD9BAEA519518E8D246599FCBA54244DD6
514311000804   514311000971     501 50029 W 52783791  28672    firefox ??/entries/37CA674F5F08C2E628AA7784ECA57908041AC123
514311000917   514311001024     501 50029 W 24454389   8192    firefox ??/entries/37CA674F5F08C2E628AA7784ECA57908041AC123
514311001316   514311001467     501 50029 W 52783798  28672    firefox ??/entries/8927CEB5D15126F121180BD2F1A0C98C22755C3E
514311001405   514311001522     501 50029 W 24454391   8192    firefox ??/entries/8927CEB5D15126F121180BD2F1A0C98C22755C3E
514311395243   514311395402     501 50029 W 52783805   8192    firefox ??/entries/C87495F98731F7CAC6BF977C990ACC04A69AFB95
514311395401   514311395538     501 50029 W 18953688   4096    firefox ??/entries/C87495F98731F7CAC6BF977C990ACC04A69AFB95
514311397708   514311397834     501 50029 W 52783807   8192    firefox ??/entries/D0D4E29A093B424BEFBE289F246DF9B21A1C5CAC
514311397821   514311397953     501 50029 W 24454393   8192    firefox ??/entries/D0D4E29A093B424BEFBE289F246DF9B21A1C5CAC
514311456703   514311456833     501 50029 W 52783809   4096    firefox ??/z05qnvsv.default/permissions.sqlite-journal
514311456891   514311457199     501 50029 W 52783810  65536    firefox ??/z05qnvsv.default/permissions.sqlite-journal
514311457412   514311457599     501 50029 W 32159106  32768    firefox ??/z05qnvsv.default/permissions.sqlite
514311457494   514311457682     501 50029 W 32159123  32768    firefox ??/z05qnvsv.default/permissions.sqlite
514311457885   514311457974     501 50029 W 52783826   4096    firefox ??/entries/BE7972CDC75A44727A5A58EC0AB300EF10F1C5E3
514311457980   514311458078     501 50029 W 18953689   4096    firefox ??/entries/BE7972CDC75A44727A5A58EC0AB300EF10F1C5E3
514311560301   514311560475     501 50029 W 52783827  12288    firefox ??/entries/5D5FEEAB92E7F818517A99C89B65850167C0612E
514311564815   514311564999     501 50029 W 52783166  16384    firefox ??/entries/2B3EF6280AEAB4D6781C97A69AC2D9D7D8869531
514311564945   514311565081     501 50029 W 52783830   4096    firefox ??/entries/2B3EF6280AEAB4D6781C97A69AC2D9D7D8869531
514311565001   514311565144     501 50029 W 52783505   4096    firefox ??/entries/F7F561120824A525A58A14C81DBD4C6B2FF4B38E
514311565076   514311565199     501 50029 W 18944805   4096    firefox ??/entries/F7F561120824A525A58A14C81DBD4C6B2FF4B38E
514311567017   514311567122     501 50029 W 52783846   4096    firefox ??/entries/4C863284CDA7F859EB300BED16DBCEF9517F1824
514311567084   514311567235     501 50029 W 52783847   4096    firefox ??/entries/C886C15B36E63849FB9E86DCC97456303F590459
514311567240   514311567362     501 50029 W 52270368   4096    firefox ??/entries/2B662789DFDD9C1308FF8ECD48E05F393053163C
514311567315   514311567418     501 50029 W 52783848   4096    firefox ??/entries/0E5A3C697C2192DC48700704E3163898D56657EE
514311567365   514311567459     501 50029 W 52783849   4096    firefox ??/entries/C059C278B3B5A036E92C37E3D74A4E76F88B5870
514311567542   514311567657     501 50029 W 52783850   4096    firefox ??/entries/7AC0B0B9B5EB63E33D7FCEDF21A9A9FE0420DB07
514311567600   514311567718     501 50029 W 52783851   4096    firefox ??/entries/2F211E15A720CBEE3FF3855E2CA96AE51542B70B
514311567650   514311567767     501 50029 W 52783852   4096    firefox ??/entries/A75E394A509EEB5D18DA5C50BE3F2F6266F210E4
514311567751   514311567855     501 50029 W 52783853   4096    firefox ??/entries/B6AE6325AD155BDF2D540B0AB2E50AA9DDC4917B
514311571479   514311571629     501 50029 W 52783849   4096    firefox ??/entries/C059C278B3B5A036E92C37E3D74A4E76F88B5870
514311571613   514311571756     501 50029 W 24454395   8192    firefox ??/entries/C059C278B3B5A036E92C37E3D74A4E76F88B5870
514311573133   514311573230     501 50029 W 52783852   4096    firefox ??/entries/A75E394A509EEB5D18DA5C50BE3F2F6266F210E4
514311573228   514311573396     501 50029 W 52783854  28672    firefox ??/entries/A75E394A509EEB5D18DA5C50BE3F2F6266F210E4
514311575615   514311575715     501 50029 W 52783850   4096    firefox ??/entries/7AC0B0B9B5EB63E33D7FCEDF21A9A9FE0420DB07
514311575735   514311575831     501 50029 W 24454399   8192    firefox ??/entries/7AC0B0B9B5EB63E33D7FCEDF21A9A9FE0420DB07
514311579420   514311579534     501 50029 W 52783851   4096    firefox ??/entries/2F211E15A720CBEE3FF3855E2CA96AE51542B70B
514311579532   514311579650     501 50029 W 24454401   8192    firefox ??/entries/2F211E15A720CBEE3FF3855E2CA96AE51542B70B
514311579639   514311579744     501 50029 W 52783853   4096    firefox ??/entries/B6AE6325AD155BDF2D540B0AB2E50AA9DDC4917B
514311579754   514311579901     501 50029 W 32510594  12288    firefox ??/entries/B6AE6325AD155BDF2D540B0AB2E50AA9DDC4917B
514311590190   514311590345     501 50029 W 52783848   4096    firefox ??/entries/0E5A3C697C2192DC48700704E3163898D56657EE
514311590317   514311590466     501 50029 W 24454403   8192    firefox ??/entries/0E5A3C697C2192DC48700704E3163898D56657EE
514311601694   514311601789     501 50029 W 52783861   4096    firefox ??/https+++www.youtube.com/.metadata-tmp
514311602238   514311602336     501 50029 W 52783862   4096    firefox ??/https+++www.youtube.com/.metadata-v2-tmp
514311603437   514311603555     501 50029 W 52783863   4096    firefox ??/cache/caches.sqlite-journal
514311603916   514311604017     501 50029 W 18953690   4096    firefox ??/cache/caches.sqlite
514311604613   514311604731     501 50029 W 52783864   4096    firefox ??/cache/caches.sqlite-journal
514311604725   514311604845     501 50029 W 18953691   4096    firefox ??/cache/caches.sqlite-journal
514311604959   514311605040     501 50029 W 18953690   4096    firefox ??/cache/caches.sqlite
514311606770   514311606900     501 50029 W 52783865   4096    firefox ??/cache/caches.sqlite-wal
514311607715   514311607836     501 50029 W 52783866   4096    firefox ??/cache/.padding
514311623911   514311624039     501 50029 W 52783867   4096    firefox ??/entries/55400E60B905613118AED46302954BDC8ED066D0
514311624023   514311624158     501 50029 W 24454407   8192    firefox ??/entries/55400E60B905613118AED46302954BDC8ED066D0
514311706292   514311706723     501 50029 W 52783868   4096    firefox ??/entries/D20F943D6E7F46847FC198774FE4DA0C26DE2AF0
514311706444   514311706801     501 50029 W 24454409   8192    firefox ??/entries/D20F943D6E7F46847FC198774FE4DA0C26DE2AF0
