STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
513593786681   513593787142     501 50029 W 52411975 147456    firefox ??/entries/110867E5B21D25313D94CE71773F9AB503152243
513593863834   513593864078     501 50029 R 24453922   4096    firefox ??/entries/CA302F67F21FC2283B285F13F48B45CF1FFE8A69
513593864159   513593864391     501 50029 R 52149571   4096    firefox ??/entries/CA302F67F21FC2283B285F13F48B45CF1FFE8A69
513593864186   513593864394     501 50029 R 24453921   4096    firefox ??/entries/CA302F67F21FC2283B285F13F48B45CF1FFE8A69
513593864761   513593864855     501 50029 W 52412025   4096    firefox ??/entries/486CED979EEA8436D7E78E316AD42EB5A27189C5
513593864865   513593865000     501 50029 W 24454187   8192    firefox ??/entries/486CED979EEA8436D7E78E316AD42EB5A27189C5
513593865110   513593865238     501 50029 W 52149571   4096    firefox ??/entries/CA302F67F21FC2283B285F13F48B45CF1FFE8A69
513593865148   513593865279     501 50029 W 24453921   8192    firefox ??/entries/CA302F67F21FC2283B285F13F48B45CF1FFE8A69
513593928201   513593928938     501 50029 W 52149950  57344    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593928463   513593929034     501 50029 W 24453957   8192    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593929053   513593930605     501 50029 W 52412026 651264    firefox ??/entries/8B6684D8170FC71796D4942F920518E7D5AE1622
513593930289   513593930709     501 50029 R 52146466   4096    firefox ??/entries/7E71EB49FD42E3E117EA0178C823AD8EB928EE75
513593930920   513593931180     501 50029 R 52146464   8192    firefox ??/entries/7E71EB49FD42E3E117EA0178C823AD8EB928EE75
513593932043   513593932285     501 50029 R 52041415   4096    firefox ??/entries/7E71EB49FD42E3E117EA0178C823AD8EB928EE75
513593932076   513593932422     501 50029 R 24453527   8192    firefox ??/entries/7E71EB49FD42E3E117EA0178C823AD8EB928EE75
513593932097   513593932735     501 50029 R 52146450  57344    firefox ??/entries/7E71EB49FD42E3E117EA0178C823AD8EB928EE75
513593933375   513593933514     501 50029 W 52146464  12288    firefox ??/entries/7E71EB49FD42E3E117EA0178C823AD8EB928EE75
513594007222   513594007858     501 50029 R 24453966   4096    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594008727   513594009153     501 50029 R 52411415   8192    firefox ??/entries/10A29C303FF32DDFB9040106B626A98DE8FFF1E6
513594009339   513594009559     501 50029 R 24453965   4096    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594009288   513594009559     501 50029 R 52149972   4096    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594010196   513594010614     501 50029 R 24454150   8192    firefox ??/entries/686EB0CB4946ECFDED0006C6ADED1C835ACD56BB
513594010901   513594011256     501 50029 R 24454140   8192    firefox ??/entries/7E07AF189BA3D0102F9EC0F3D2391533161807E7
513594011491   513594011801     501 50029 R 52411414   4096    firefox ??/entries/10A29C303FF32DDFB9040106B626A98DE8FFF1E6
513594012171   513594012671     501 50029 R 52149966  24576    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594013094   513594013425     501 50029 R 52411353   4096    firefox ??/entries/686EB0CB4946ECFDED0006C6ADED1C835ACD56BB
513594013995   513594014254     501 50029 R 52411296   4096    firefox ??/entries/7E07AF189BA3D0102F9EC0F3D2391533161807E7
